Code,Year,Site,Elevation,Aspect,Degree.northing,Degree.easting,Slope(degree),Distance,Lifeform
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,42,litter
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,42.1,litter
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,42.2,rock
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,42.3,rock
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,42.4,rock
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,42.5,grass
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,42.6,rock
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,42.7,rock
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,42.8,rock
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,42.9,herb
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,43,grass
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,43.1,grass
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,43.2,grass
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,43.3,grass
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,43.4,grass
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,43.5,grass
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,43.6,grass
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,43.7,grass
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,43.8,grass
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,43.9,grass
2012_KB_S,2012,KB,1690,S,-1,-7.35E-06,6.632514615,44,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,0.1,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,0.2,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,0.3,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,0.4,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,0.5,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,0.6,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,0.7,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,0.8,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,0.9,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,1,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,1.1,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,1.2,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,1.3,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,1.4,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,1.5,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,1.6,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,1.7,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,1.8,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,1.9,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,2,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,2.1,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,2.2,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,2.3,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,2.4,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,2.5,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,2.6,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,2.7,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,2.8,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,2.9,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,3,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,3.1,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,3.2,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,3.3,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,3.4,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,3.5,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,3.6,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,3.7,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,3.8,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,3.9,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,4,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,4.1,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,4.2,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,4.3,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,4.4,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,4.5,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,4.6,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,4.7,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,4.8,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,4.9,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,5,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,5.1,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,5.2,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,5.3,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,5.4,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,5.5,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,5.6,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,5.7,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,5.8,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,5.9,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,6,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,6.1,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,6.2,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,6.3,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,6.4,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,6.5,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,6.6,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,6.7,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,6.8,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,6.9,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,7,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,7.1,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,7.2,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,7.3,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,7.4,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,7.5,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,7.6,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,7.7,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,7.8,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,7.9,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,8,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,8.1,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,8.2,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,8.3,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,8.4,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,8.5,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,8.6,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,8.7,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,8.8,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,8.9,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,9,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,9.1,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,9.2,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,9.3,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,9.4,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,9.5,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,9.6,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,9.7,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,9.8,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,9.9,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,10,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,10.1,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,10.2,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,10.3,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,10.4,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,10.5,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,10.6,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,10.7,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,10.8,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,10.9,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,11,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,11.1,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,11.2,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,11.3,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,11.4,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,11.5,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,11.6,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,11.7,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,11.8,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,11.9,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,12,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,12.1,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,12.2,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,12.3,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,12.4,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,12.5,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,12.6,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,12.7,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,12.8,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,12.9,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,13,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,13.1,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,13.2,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,13.3,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,13.4,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,13.5,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,13.6,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,13.7,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,13.8,bare ground
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,13.9,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,14,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,14.1,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,14.2,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,14.3,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,14.4,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,14.5,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,14.6,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,14.7,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,14.8,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,14.9,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,15,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,15.1,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,15.2,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,15.3,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,15.4,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,15.5,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,15.6,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,15.7,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,15.8,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,15.9,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,16,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,16.1,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,16.2,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,16.3,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,16.4,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,16.5,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,16.6,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,16.7,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,16.8,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,16.9,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,17,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,17.1,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,17.2,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,17.3,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,17.4,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,17.5,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,17.6,bare ground
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,17.7,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,17.8,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,17.9,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,18,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,18.1,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,18.2,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,18.3,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,18.4,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,18.5,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,18.6,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,18.7,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,18.8,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,18.9,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,19,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,19.1,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,19.2,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,19.3,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,19.4,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,19.5,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,19.6,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,19.7,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,19.8,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,19.9,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,20,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,20.1,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,20.2,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,20.3,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,20.4,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,20.5,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,20.6,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,20.7,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,20.8,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,20.9,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,21,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,21.1,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,21.2,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,21.3,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,21.4,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,21.5,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,21.6,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,21.7,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,21.8,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,21.9,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,22,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,22.1,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,22.2,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,22.3,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,22.4,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,22.5,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,22.6,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,22.7,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,22.8,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,22.9,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,23,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,23.1,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,23.2,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,23.3,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,23.4,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,23.5,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,23.6,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,23.7,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,23.8,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,23.9,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,24,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,24.1,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,24.2,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,24.3,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,24.4,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,24.5,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,24.6,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,24.7,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,24.8,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,24.9,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,25,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,25.1,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,25.2,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,25.3,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,25.4,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,25.5,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,25.6,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,25.7,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,25.8,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,25.9,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,26,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,26.1,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,26.2,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,26.3,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,26.4,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,26.5,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,26.6,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,26.7,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,26.8,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,26.9,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,27,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,27.1,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,27.2,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,27.3,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,27.4,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,27.5,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,27.6,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,27.7,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,27.8,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,27.9,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,28,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,28.1,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,28.2,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,28.3,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,28.4,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,28.5,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,28.6,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,28.7,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,28.8,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,28.9,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,29,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,29.1,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,29.2,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,29.3,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,29.4,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,29.5,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,29.6,litter
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,29.7,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,29.8,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,29.9,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,30,herb
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,30.1,shrub
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,30.2,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,30.3,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,30.4,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,30.5,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,30.6,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,30.7,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,30.8,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,30.9,rock
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,31,grass
2012_KB_W,2012,KB,1690,W,1.10E-05,-1,8.615648184,31.1,grass
